0.0125126	5.63585	1.93304	8.08741	5.85009	4.79873	3.50291	8.95962	8.2284	7.46605	1.74108	8.58943	7.10501	5.13535	3.03995	0.149846	0.914029	3.64452	1.47313	1.65899	9.88525	4.45692	1.19083	0.0466933	0.089114	3.7788	5.31663	5.71184	6.01764	6.07166	
1.66234	6.63045	4.50789	3.52123	0.570391	6.07685	7.83319	8.02606	5.19883	3.0195	8.75973	7.26676	9.55901	9.25718	5.39354	1.42338	4.62081	2.35328	8.62239	2.09601	7.79656	8.43654	9.96796	9.99695	6.11499	3.92438	2.66213	2.97281	8.40144	0.237434	
3.75866	0.926237	6.77206	0.562151	0.0878933	9.1879	2.75887	2.72897	5.87909	6.91183	8.37611	7.26493	4.84939	2.05359	7.43736	4.68459	4.57961	9.49156	7.44438	1.0828	5.99048	3.85235	7.35008	6.08966	5.72405	3.61339	1.51555	2.25105	4.25153	8.02881	
5.17106	9.8999	7.51549	3.45561	1.68981	6.57308	4.91897	0.635395	6.99759	5.04807	1.47496	9.49583	1.41575	9.05118	6.92892	3.03049	4.26557	0.703757	9.66613	6.83187	1.53233	8.77255	8.2168	5.82049	1.91351	1.77892	8.17194	4.75265	1.55553	5.03922	
7.32017	4.05591	2.7958	5.68743	6.82241	7.55852	7.21915	4.75295	1.2302	3.67809	8.34681	0.350963	5.17014	6.62984	4.26222	1.04678	9.49339	9.21384	5.49547	3.45988	4.71725	3.74981	8.4698	3.16874	4.56099	2.71889	9.82971	2.978	7.39189	5.67278	
1.9599	7.61315	8.39442	3.97656	5.009	8.90164	0.274667	9.94629	5.72588	0.505081	5.31327	1.94067	8.43043	6.26759	6.57613	1.97851	8.42158	1.23325	1.09928	7.43126	3.14066	9.41069	2.86081	3.36314	1.40263	7.33085	8.3462	7.07999	6.00238	7.47215	
2.52724	1.44475	0.0161748	0.610065	8.06238	8.52626	2.10578	1.15604	5.53209	0.142521	1.13773	4.54512	7.5222	6.86148	5.43443	0.738853	4.3672	2.01941	6.96219	2.90353	4.36689	2.32429	5.77868	5.32579	6.28681	1.60192	5.04135	9.63042	6.95761	9.24802	
1.89947	3.35948	1.7835	9.95178	4.57442	9.98016	0.975066	6.25172	0.943937	4.37727	9.31516	0.484329	8.9462	2.90017	2.27302	7.69066	4.10718	2.01971	6.28071	6.04144	4.51613	4.66353	5.97827	6.34724	8.54793	8.28791	6.24775	7.20908	5.65752	3.75134	
1.84271	7.37907	5.55132	9.05087	2.42866	1.8894	6.04724	6.98508	5.84613	3.51299	4.94461	0.803858	7.40745	6.12049	6.2038	6.91122	8.04529	1.49113	5.76037	8.67733	9.11557	6.14704	7.27683	0.432142	6.67776	9.76531	3.15012	5.69201	3.05826	1.73925	
1.08554	8.69045	8.51222	7.44316	1.54881	3.26914	0.793481	0.766015	6.4098	8.20002	5.45091	4.48256	4.08979	2.98746	4.6556	5.01205	1.52654	3.23038	7.37999	3.13883	8.26685	9.59075	8.73348	7.25028	3.00058	9.43999	1.27232	0.657369	7.84967	5.24583	
6.09638	9.56114	0.722678	8.75637	6.53859	3.22123	1.04801	5.05051	2.27088	2.90292	9.1998	5.51164	6.62801	1.14536	4.92538	3.79131	4.96811	7.93359	5.09262	3.82366	6.88162	5.32151	6.06281	3.95184	0.0589007	7.07877	1.0062	6.23066	8.63247	4.91501	
7.47337	4.96902	3.80108	7.85363	5.52812	3.57097	9.55718	6.30848	1.7658	3.74248	1.31626	7.43278	9.5172	6.11988	0.278329	3.29844	0.559099	6.3921	1.31626	8.47072	8.64315	5.96881	7.21641	8.53969	0.146794	1.26469	7.07907	6.17145	2.17566	0.659505	
1.6892	6.24104	3.40983	3.19407	3.67565	6.61	8.02393	8.06879	5.26536	6.11103	7.98181	9.00601	1.4481	6.30177	4.02417	2.537	1.3654	8.5519	0.661641	4.27808	5.73351	3.02286	5.48051	2.25562	3.1135	1.1063	8.08039	1.34709	2.84249	7.8811	
8.9523	7.89636	7.43797	6.15223	3.61126	8.56655	2.28492	8.63582	2.29438	2.4955	5.42405	9.84832	0.538041	0.814234	5.24674	4.26801	0.946684	2.58797	8.91537	2.32765	1.4655	1.25095	9.31639	0.801111	0.470901	0.587176	3.36406	9.14701	3.98602	4.32783	
9.46165	8.37184	5.34227	8.42097	6.93533	3.97687	2.59163	0.0433363	5.2559	9.54802	3.98694	2.41096	5.85559	2.55135	6.84011	9.4528	4.35499	8.90225	0.0717185	9.40977	6.0155	7.86157	5.76678	1.4243	2.22327	3.83007	0.0427259	4.1792	0.822474	6.59932	
8.55098	0.648518	8.1106	6.62069	6.91488	8.02698	5.30137	6.85629	1.42766	6.89505	7.27897	7.77734	0.310678	8.68679	6.4452	7.06565	0.854518	5.51988	9.47905	0.587786	2.74972	1.45177	9.8178	6.19984	2.92245	9.22483	3.67534	6.9454	2.18635	1.55919	
2.40547	5.21439	9.0228	1.06418	9.02646	4.41725	0.801111	7.82098	1.71789	9.74395	7.75872	8.70388	2.10639	4.56618	0.0375378	7.50633	1.14048	4.04706	3.11136	9.92615	0.385754	2.52083	1.89276	2.47688	1.53508	6.20319	8.85372	9.39085	1.95654	7.79656	
6.45558	6.56758	9.09146	4.55458	9.21293	6.64174	1.50761	6.36341	5.69536	4.2204	9.43022	5.40574	5.7857	5.36454	2.55287	3.96954	3.50261	0.366222	7.95251	1.96509	0.702841	3.89416	5.90747	0.70925	1.97668	1.55889	6.44337	4.54329	6.04297	6.97348	
4.41298	6.84469	3.96527	8.35719	5.92212	1.99591	9.49461	8.76003	3.91705	9.87457	1.85308	8.95718	5.7445	4.42061	6.27338	7.08518	0.496231	2.85562	2.60201	4.07636	8.95322	7.10196	7.28446	8.96054	3.93567	3.97412	9.03867	3.08603	3.88104	5.70574	
3.53557	7.33695	7.45354	7.36381	7.39433	1.39317	2.00171	2.72591	6.80441	9.1113	3.6784	5.17655	1.09378	9.07437	2.0307	5.1796	6.54836	4.3852	6.87643	0.904263	0.795618	0.757775	0.278024	3.55083	3.0723	6.97287	1.42674	3.94848	0.678426	6.75741	
